thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,RegretRating.started,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,RegretRating.stopped,trials.regret_key.keys,trials.regret_key.rt,trials.regret_key.duration,regret_rating,regret_rt,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,appleImage.stopped,tree1.stopped,tree2.stopped,tree3.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,,,,0.0054930830374360085,0.01237312494777143,0.01237312494777143,2.0179947500582784,space,1.9791645410005003,None,,,,,,1,0.2,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
0,0,0,up,1.4010005418676883,None,2,2.278325416846201,None,0,0,0,0,2.5376726670656353,,,,,,,,,2.0188985001295805,2.5376726670656353,0.0008928750175982714,3.024684000061825,1,1,0.2,0.5,0.7,3.0251015829853714,3.0374407081399113,3.0374407081399113,3.0374407081399113,3.0374407081399113,4.450805291999131,up,1.4010005418676883,None,up,1.4010005418676883,0.5,0,4.469126667128876,4.5023607921320945,4.5023607921320945,4.5023607921320945,4.5023607921320945,6.451351166935638,6.46086833300069,6.46469745808281,6.46469745808281,6.46469745808281,6.46469745808281,6.46469745808281,8.745209292043,2,2.278325416846201,None,2,2.278325416846201,8.745288874953985,8.757155375089496,9.755847875028849,9.742727000033483,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
1,0,1,left,1.3547619169112295,None,2,0.6141099589876831,None,1,0,1,0,9.755847875028849,,,,,,,,,9.743046583142132,9.755847875028849,0.010635208105668426,10.74270600010641,2,1,0.2,0.5,0.7,10.742881000041962,10.755947542143986,10.755947542143986,10.755947542143986,10.755947542143986,12.118883542018011,left,1.3547619169112295,None,left,1.3547619169112295,0.2,0,12.133197291987017,12.138193875085562,12.138193875085562,12.138193875085562,12.138193875085562,14.131618750048801,14.141623958013952,14.144942332990468,14.144942332990468,14.144942332990468,14.144942332990468,14.144942332990468,14.7729376249481,2,0.6141099589876831,None,2,0.6141099589876831,14.773033000063151,14.784163082949817,15.783799625001848,15.77131358301267,10.755947542143986,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
2,0,2,up,0.7063015419989824,None,2,2.4565092909615487,None,2,0,2,0,15.783799625001848,,,,,,,,,15.771765958052129,15.783799625001848,0.010842750081792474,16.771305167116225,3,1,0.2,0.5,0.7,16.77168562496081,16.784089375054464,16.784089375054464,16.784089375054464,16.784089375054464,17.492255249992013,up,0.7063015419989824,None,up,0.7063015419989824,0.5,0,17.50757750007324,17.511585167143494,17.511585167143494,17.511585167143494,17.511585167143494,19.503988875076175,19.512013457948342,19.517943457933143,19.517943457933143,19.517943457933143,19.517943457933143,19.517943457933143,21.98537024995312,2,2.4565092909615487,None,2,2.4565092909615487,21.98547250009142,21.996458292007446,22.99800758296624,22.984258542070165,16.784089375054464,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
3,0,3,right,0.31411783304065466,None,None,,,3,0,3,0,22.99800758296624,,,,,,,,,22.984668167075142,22.99800758296624,-0.0007521249353885651,23.984314874978736,4,1,0.2,0.5,0.7,23.98459295812063,23.997426917077973,23.997426917077973,23.997426917077973,23.997426917077973,24.3192024580203,right,0.31411783304065466,None,right,0.31411783304065466,0.7,1,24.33214645809494,24.336646292125806,24.336646292125806,24.336646292125806,24.336646292125806,26.33087829197757,26.33124174992554,,,,,,26.331274416996166,None,,,NA,NA,26.331343250116333,26.34357749996707,27.343580458080396,27.33069929201156,23.997426917077973,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
4,0,4,left,0.5347457500174642,None,None,,,4,0,4,0,27.343580458080396,,,,,,,,,27.331133916974068,27.343580458080396,-0.00016112509183585644,28.33136779209599,5,1,0.2,0.5,0.7,28.3316735830158,28.344509958056733,28.344509958056733,28.344509958056733,28.344509958056733,28.89173208293505,left,0.5347457500174642,None,left,0.5347457500174642,0.2,1,28.905280167004094,28.908129333052784,28.908129333052784,28.908129333052784,28.908129333052784,30.902981457998976,30.903393583139405,,,,,,30.903438833076507,None,,,NA,NA,30.903513666940853,30.916578291915357,,31.904097458114848,28.344509958056733,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
5,0,5,up,0.426758750109002,None,2,1.1252924578730017,None,5,0,5,0,31.91748991701752,,,,,,,,,31.90459637506865,31.91748991701752,0.0011296668089926243,32.90421329205856,6,1,0.2,0.5,0.7,32.90464983298443,32.91756495810114,32.91756495810114,32.91756495810114,32.91756495810114,33.34607974998653,up,0.426758750109002,None,up,0.426758750109002,0.5,0,33.360619249986485,33.363351667067036,33.363351667067036,33.363351667067036,33.363351667067036,35.35695712501183,35.36556537495926,35.36866250005551,35.36866250005551,35.36866250005551,35.36866250005551,35.36866250005551,36.50375695805997,2,1.1252924578730017,None,2,1.1252924578730017,36.50385537510738,36.51592795806937,37.51801500003785,37.503745292080566,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
6,0,6,left,0.2971095419488847,None,2,0.4060376670677215,None,6,0,6,0,37.51801500003785,,,,,,,,,37.504263957962394,37.51801500003785,0.00044991704635322094,38.503518250072375,7,1,0.2,0.5,0.7,38.50385658303276,38.51783366710879,38.51783366710879,38.51783366710879,38.51783366710879,38.825108292046934,left,0.2971095419488847,None,left,0.2971095419488847,0.2,0,38.83980254200287,38.84251987491734,38.84251987491734,38.84251987491734,38.84251987491734,40.83666754211299,40.844825041946024,40.84891137504019,40.84891137504019,40.84891137504019,40.84891137504019,40.84891137504019,41.26526645803824,2,0.4060376670677215,None,2,0.4060376670677215,41.26538200001232,41.276521750027314,42.27660729200579,42.26400954206474,38.51783366710879,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
7,0,7,right,0.5211890421342105,None,3,0.7479513331782073,None,7,0,7,0,42.27660729200579,,,,,,,,,42.26447816705331,42.27660729200579,-0.0008505419827997684,43.264866332989186,8,1,0.2,0.5,0.7,43.26516904192977,43.27774270810187,43.27774270810187,43.27774270810187,43.27774270810187,43.81199508300051,right,0.5211890421342105,None,right,0.5211890421342105,0.7,0,43.8263960829936,43.82913670805283,43.82913670805283,43.82913670805283,43.82913670805283,45.82461916701868,45.83307404210791,45.83558141696267,45.83558141696267,45.83558141696267,45.83558141696267,45.83558141696267,46.5855060829781,3,0.7479513331782073,None,3,0.7479513331782073,46.58561466704123,46.597251042025164,47.59705300000496,47.584497625008225,43.27774270810187,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
8,0,8,right,0.33819308318197727,None,None,,,8,0,8,0,47.59705300000496,,,,,,,,,47.58497558301315,47.59705300000496,-0.0005834170151501894,48.584757457952946,9,1,0.2,0.5,0.7,48.58511016704142,48.59699700004421,48.59699700004421,48.59699700004421,48.59699700004421,48.94564824993722,right,0.33819308318197727,None,right,0.33819308318197727,0.7,1,48.95921941706911,48.9619624579791,48.9619624579791,48.9619624579791,48.9619624579791,50.9569313749671,50.957341958070174,,,,,,50.957383417058736,None,,,NA,NA,50.95746233314276,50.9698840000201,51.96908599999733,51.955811250023544,48.59699700004421,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
9,0,9,right,0.3241496249102056,None,None,,,9,0,9,0,51.96908599999733,,,,,,,,,51.95606758305803,51.96908599999733,0.01173166697844863,52.957773042144254,10,1,0.2,0.5,0.7,52.958075625123456,52.97147758305073,52.97147758305073,52.97147758305073,52.97147758305073,53.305174625013024,right,0.3241496249102056,None,right,0.3241496249102056,0.7,1,53.31752779195085,53.32417320809327,53.32417320809327,53.32417320809327,53.32417320809327,55.31575775006786,55.31612066691741,,,,,,55.31614587502554,None,,,NA,NA,55.316185417119414,55.32902054209262,,56.31762750004418,52.97147758305073,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
10,0,10,up,0.3882861668244004,None,2,0.45405391696840525,None,10,0,10,0,56.331038041971624,,,,,,,,,56.318227417068556,56.331038041971624,0.0020790828857570887,57.31765966699459,11,1,0.2,0.5,0.7,57.318038542056456,57.33091691695154,57.33091691695154,57.33091691695154,57.33091691695154,57.73048987495713,up,0.3882861668244004,None,up,0.3882861668244004,0.5,0,57.74445129209198,57.74894916708581,57.74894916708581,57.74894916708581,57.74894916708581,59.74369329214096,59.751780749997124,59.75663295807317,59.75663295807317,59.75663295807317,59.75663295807317,59.75663295807317,60.22492295806296,2,0.45405391696840525,None,2,0.45405391696840525,60.22502433299087,60.23798800003715,61.23707437491976,61.2247477080673,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
11,0,11,left,0.27424470894038677,None,None,,,11,0,11,0,61.23707437491976,,,,,,,,,61.22517933300696,61.23707437491976,0.00020866584964096546,62.224865917116404,12,1,0.2,0.5,0.7,62.22514787502587,62.237256250111386,62.237256250111386,62.237256250111386,62.237256250111386,62.519144708057866,left,0.27424470894038677,None,left,0.27424470894038677,0.2,1,62.53190470812842,62.53617391712032,62.53617391712032,62.53617391712032,62.53617391712032,64.53103366703726,64.5313512920402,,,,,,64.53138675005175,None,,,NA,NA,64.5314541249536,64.54361529205926,65.54448254196905,65.53153500007465,62.237256250111386,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
12,0,12,right,0.2664309579413384,None,None,,,12,0,12,0,65.54448254196905,,,,,,,,,65.53196400008164,65.54448254196905,0.0005594159010797739,66.53065404202789,13,1,0.2,0.5,0.7,66.53093508305028,66.54470658302307,66.54470658302307,66.54470658302307,66.54470658302307,66.81291908305138,right,0.2664309579413384,None,right,0.2664309579413384,0.7,1,66.82568000000902,66.83053925004788,66.83053925004788,66.83053925004788,66.83053925004788,68.82465058309026,68.82495300006121,,,,,,68.82498258305714,None,,,NA,NA,68.82505445810966,68.83799916692078,69.83700937498361,69.82391270808876,66.54470658302307,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
13,0,13,right,0.3371823749039322,None,None,,,13,0,13,0,69.83700937498361,,,,,,,,,69.824309916934,69.83700937498361,-0.0006975838914513588,70.82511654193513,14,1,0.2,0.5,0.7,70.82541604200378,70.83803237508982,70.83803237508982,70.83803237508982,70.83803237508982,71.18451170809567,right,0.3371823749039322,None,right,0.3371823749039322,0.7,1,71.19714591698721,71.20158558292314,71.20158558292314,71.20158558292314,71.20158558292314,73.19760191696696,73.19792945799418,,,,,,73.19796449993737,None,,,NA,NA,73.19803266692907,73.21035737497732,,74.19817837513983,70.83803237508982,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
14,0,14,right,0.51895762514323,None,None,,,14,0,14,0,74.2106685419567,,,,,,,,,74.19861908303574,74.2106685419567,0.0006337079685181379,75.19743541697972,15,1,0.2,0.5,0.7,75.19781704200432,75.2113370001316,75.2113370001316,75.2113370001316,75.2113370001316,75.73218154208735,right,0.51895762514323,None,right,0.51895762514323,0.7,1,75.74479525000788,75.74914879212156,75.74914879212156,75.74914879212156,75.74914879212156,77.74455566704273,77.74493812513538,,,,,,77.74497162504122,None,,,NA,NA,77.74504208308645,77.75779662514105,78.75777766713873,78.74476270796731,75.2113370001316,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
15,0,15,left,0.33423220785334706,None,3,0.5451917080208659,None,15,0,15,0,78.75777766713873,,,,,,,,,78.74518812494352,78.75777766713873,0.0001943330280482769,79.74409945798106,16,1,0.2,0.5,0.7,79.74445445812307,79.75684362510219,79.75684362510219,79.75684362510219,79.75684362510219,80.09281662502326,left,0.33423220785334706,None,left,0.33423220785334706,0.2,0,80.1068370831199,80.11117016710341,80.11117016710341,80.11117016710341,80.11117016710341,82.10380366700701,82.11188174993731,82.11792416707613,82.11792416707613,82.11792416707613,82.11792416707613,82.11792416707613,82.66503749997355,3,0.5451917080208659,None,3,0.5451917080208659,82.66512145800516,82.67588900006376,83.67690395796672,83.66448045801371,79.75684362510219,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
16,0,16,up,0.2665379580575973,None,2,0.40368679189123213,None,16,0,16,0,83.67690395796672,,,,,,,,,83.66488145804033,83.67690395796672,-0.00019383314065635204,84.66456245793961,17,1,0.2,0.5,0.7,84.66484229196794,84.67778037511744,84.67778037511744,84.67778037511744,84.67778037511744,84.94599216710776,up,0.2665379580575973,None,up,0.2665379580575973,0.5,0,84.95979729201645,84.96402195794508,84.96402195794508,84.96402195794508,84.96402195794508,86.95740162511356,86.9654831669759,86.97078212513588,86.97078212513588,86.97078212513588,86.97078212513588,86.97078212513588,87.38488520798273,2,0.40368679189123213,None,2,0.40368679189123213,87.3849830001127,87.39780620811507,88.39686829200946,88.38451466709375,84.67778037511744,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
17,0,17,left,0.25273879198357463,None,2,0.30713366717100143,None,17,0,17,0,88.39686829200946,,,,,,,,,88.38492783298716,88.39686829200946,-3.2498501241207123e-06,89.38512370805256,18,1,0.2,0.5,0.7,89.3854222081136,89.39780208305456,89.39780208305456,89.39780208305456,89.39780208305456,89.65236591710709,left,0.25273879198357463,None,left,0.25273879198357463,0.2,0,89.6658857499715,89.67022187495604,89.67022187495604,89.67022187495604,89.67022187495604,91.6637094579637,91.67129191709682,91.67705391696654,91.67705391696654,91.67705391696654,91.67705391696654,91.67705391696654,91.986330332933,2,0.30713366717100143,None,2,0.30713366717100143,91.98643633304164,91.99632758297957,92.99783212505281,92.98467883304693,89.39780208305456,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
18,0,18,right,0.26633779099211097,None,2,0.4207526249811053,None,18,0,18,0,92.99783212505281,,,,,,,,,92.98507383302785,92.99783212505281,0.011474290862679482,93.98457208299078,19,1,0.2,0.5,0.7,93.98485499992967,93.99779404210858,93.99779404210858,93.99779404210858,93.99779404210858,94.2659222080838,right,0.26633779099211097,None,right,0.26633779099211097,0.7,0,94.28003191691823,94.2843470829539,94.2843470829539,94.2843470829539,94.2843470829539,96.27727670804597,96.28492083307356,96.29047704208642,96.29047704208642,96.29047704208642,96.29047704208642,96.29047704208642,96.71895999996923,2,0.4207526249811053,None,2,0.4207526249811053,96.71905733295716,96.73055837512948,97.73060116707347,97.71784170810133,93.99779404210858,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
19,0,19,right,0.28362408303655684,None,2,0.4270202498883009,None,19,0,19,0,97.73060116707347,,,,,,,,,97.71819095802493,97.73060116707347,-0.0008163750171661377,98.71835350012407,20,1,0.2,0.5,0.7,98.71866666711867,98.73129470809363,98.73129470809363,98.73129470809363,98.73129470809363,99.02471283311024,right,0.28362408303655684,None,right,0.28362408303655684,0.7,0,99.03884395794012,99.0432918749284,99.0432918749284,99.0432918749284,99.0432918749284,101.03806745796464,101.04739083303139,101.05129154212773,101.05129154212773,101.05129154212773,101.05129154212773,101.05129154212773,101.49200312513858,2,0.4270202498883009,None,2,0.4270202498883009,101.49210016708821,101.50401133298874,102.5042071249336,102.49100787495263,98.73129470809363,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
20,0,20,up,0.7271844579372555,None,2,0.37409762502647936,None,20,0,20,0,102.5042071249336,,,,,,,,,102.49143845797516,102.5042071249336,-0.0006105001084506512,103.49099141708575,21,1,0.2,0.5,0.7,103.49128691712394,103.5040467500221,103.5040467500221,103.5040467500221,103.5040467500221,104.23959116707556,up,0.7271844579372555,None,up,0.7271844579372555,0.5,0,104.25380624993704,104.25802275002934,104.25802275002934,104.25802275002934,104.25802275002934,106.25097704213113,106.25856312504038,106.26419520797208,106.26419520797208,106.26419520797208,106.26419520797208,106.26419520797208,106.64005170809105,2,0.37409762502647936,None,2,0.37409762502647936,106.64015300013125,106.65116675011814,,107.64812333299778,103.5040467500221,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
21,0,21,right,0.27003737492486835,None,None,,,21,0,21,0,107.66594025003724,,,,,,,,,107.64869712502696,107.66594025003724,0.008598583051934838,108.65043983305804,22,1,0.2,0.5,0.7,108.65085629210807,108.66459187492728,108.66459187492728,108.66459187492728,108.66459187492728,108.94575537508354,right,0.27003737492486835,None,right,0.27003737492486835,0.7,1,108.95835379208438,108.9629489579238,108.9629489579238,108.9629489579238,108.9629489579238,110.95759970811196,110.95794754195958,,,,,,110.95798095804639,None,,,NA,NA,110.95805191714317,110.97129204194061,111.97136983298697,111.95724670798518,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
22,0,22,right,0.33395745884627104,None,None,,,22,0,22,0,111.97136983298697,,,,,,,,,111.95765833300538,111.97136983298697,-0.0003410410135984421,112.95799120794982,23,1,0.2,0.5,0.7,112.95827579195611,112.97108700009994,112.97108700009994,112.97108700009994,112.97108700009994,113.3068079170771,right,0.33395745884627104,None,right,0.33395745884627104,0.7,1,113.31969358306378,113.3240666249767,113.3240666249767,113.3240666249767,113.3240666249767,115.31714929197915,115.31748399999924,,,,,,115.31751687498763,None,,,NA,NA,115.31758725014515,115.3314002500847,,116.31814504205249,112.97108700009994,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
23,0,23,right,0.28412495786324143,None,None,,,23,0,23,0,116.33104200009257,,,,,,,,,116.31858966709115,116.33104200009257,0.001052499981597066,117.31781233311631,24,1,0.2,0.5,0.7,117.318118999945,117.33057187497616,117.33057187497616,117.33057187497616,117.33057187497616,117.6246744170785,right,0.28412495786324143,None,right,0.28412495786324143,0.7,1,117.63715104199946,117.65036570793018,117.65036570793018,117.65036570793018,117.65036570793018,119.63744545797817,119.6377813750878,,,,,,119.63781495811418,None,,,NA,NA,119.6378837081138,119.65073024993762,,120.63832108303905,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
24,0,24,right,0.2677760000806302,None,None,,,24,0,24,0,120.65082124993205,,,,,,,,,120.63876425009221,120.65082124993205,0.000928250141441822,121.63804445811547,25,1,0.2,0.5,0.7,121.63835741695948,121.6512453330215,121.6512453330215,121.6512453330215,121.6512453330215,121.93162591708824,right,0.2677760000806302,None,right,0.2677760000806302,0.7,1,121.94383695791475,121.94803408300504,121.94803408300504,121.94803408300504,121.94803408300504,123.94355258299038,123.9438875829801,,,,,,123.9439185000956,None,,,NA,NA,123.94398733298294,123.95768450014293,124.95759975002147,124.94367391709238,121.6512453330215,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
25,0,25,right,0.25858045904897153,None,None,,,25,0,25,0,124.95759975002147,,,,,,,,,124.94408370810561,124.95759975002147,0.0001440409105271101,125.94445612514392,26,1,0.2,0.5,0.7,125.94481695792638,125.95709133311175,125.95709133311175,125.95709133311175,125.95709133311175,126.22652949998155,right,0.25858045904897153,None,right,0.25858045904897153,0.7,1,126.23886358295567,126.24309137510136,126.24309137510136,126.24309137510136,126.24309137510136,128.23689995799214,128.23727354197763,,,,,,128.23730579204857,None,,,NA,NA,128.23738000006415,128.25099229207262,,129.23809375008568,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
26,0,26,right,0.3200007500126958,None,2,0.3463441669009626,None,26,0,26,0,129.25042662513442,,,,,,,,,129.23855637502857,129.25042662513442,0.0012256249319761992,130.23755237506703,27,1,0.2,0.5,0.7,130.23781245807186,130.25090166693553,130.25090166693553,130.25090166693553,130.25090166693553,130.57285245810635,right,0.3200007500126958,None,right,0.3200007500126958,0.7,0,130.58653012500145,130.59077470796183,130.59077470796183,130.59077470796183,130.59077470796183,132.58440033299848,132.5925219580531,132.59805358294398,132.59805358294398,132.59805358294398,132.59805358294398,132.59805358294398,132.94621662492864,2,0.3463441669009626,None,2,0.3463441669009626,132.94632441713475,132.9574690000154,133.95698800007813,133.9442735419143,130.25090166693553,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
27,0,27,left,0.37680458393879235,None,1,0.5881573748774827,None,27,0,27,0,133.95698800007813,,,,,,,,,133.94474937510677,133.95698800007813,0.01074054092168808,134.94473454193212,28,1,0.2,0.5,0.7,134.94509787508287,134.95777345797978,134.95777345797978,134.95777345797978,134.95777345797978,135.34556787507609,left,0.37680458393879235,None,left,0.37680458393879235,0.2,0,135.35907816700637,135.36174020799808,135.36174020799808,135.36174020799808,135.36174020799808,137.34486312512308,137.35304920794442,137.35585679206997,137.35585679206997,137.35585679206997,137.35585679206997,137.35585679206997,137.94589687511325,1,0.5881573748774827,None,1,0.5881573748774827,137.94600012502633,137.9573944171425,138.95718216709793,138.94422666705213,134.95777345797978,137.35585679206997,137.35585679206997,137.35585679206997,137.35585679206997,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
