thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,RegretRating.started,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,RegretRating.stopped,trials.regret_key.keys,trials.regret_key.rt,trials.regret_key.duration,regret_rating,regret_rt,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,appleImage.stopped,tree1.stopped,tree2.stopped,tree3.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
28,0,28,up,0.3142740000039339,None,1,0.40876575000584126,None,28,0,28,0,138.95718216709793,,,,,,,,,138.94468837510794,138.95718216709793,0.011263333959504962,139.94436724996194,29,1,0.2,0.5,0.7,139.944684416987,139.9573100421112,139.9573100421112,139.9573100421112,139.9573100421112,140.27907112496905,up,0.3142740000039339,None,up,0.3142740000039339,0.5,0,140.29328708304092,140.2959888749756,140.2959888749756,140.2959888749756,140.2959888749756,142.29035916691646,142.2987870001234,142.30222533294,142.30222533294,142.30222533294,142.30222533294,142.30222533294,142.71879200008698,1,0.40876575000584126,None,1,0.40876575000584126,142.7188805420883,142.73029058310203,143.7302099580411,143.71719695813954,139.9573100421112,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
29,0,29,right,0.2606670830864459,None,1,0.3203276670537889,None,29,0,29,0,143.7302099580411,,,,,,,,,143.71765508293174,143.7302099580411,0.011402166914194822,144.7172442500014,30,1,0.2,0.5,0.7,144.7175468329806,144.73035100009292,144.73035100009292,144.73035100009292,144.73035100009292,144.99855825002305,right,0.2606670830864459,None,right,0.2606670830864459,0.7,0,145.01312295813113,145.01579324994236,145.01579324994236,145.01579324994236,145.01579324994236,147.0102098749485,147.018883791985,147.02259275014512,147.02259275014512,147.02259275014512,147.02259275014512,147.02259275014512,147.34489191696048,1,0.3203276670537889,None,1,0.3203276670537889,147.34499362506904,147.35722079197876,148.3569790420588,148.34381783311255,144.73035100009292,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
30,0,30,left,0.2740163749549538,None,None,,,30,0,30,0,148.3569790420588,,,,,,,,,148.34429350006394,148.3569790420588,-0.0006420421414077282,149.34415058302693,31,1,0.2,0.5,0.7,149.3444876249414,149.35686495807022,149.35686495807022,149.35686495807022,149.35686495807022,149.6388907500077,left,0.2740163749549538,None,left,0.2740163749549538,0.2,0,149.6529350830242,149.65565595799126,149.65565595799126,149.65565595799126,149.65565595799126,151.65076208300889,151.6511806671042,,,,,,151.6512150829658,None,,,NA,NA,151.6512872921303,151.66378808300942,,152.6599351670593,149.35686495807022,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
31,0,31,up,0.6826594579033554,None,None,,,31,0,31,0,152.6793047080282,,,,,,,,,152.66047583310865,152.6793047080282,0.00923945801332593,153.66400624997914,32,1,0.2,0.5,0.7,153.66444645798765,153.67681770795025,153.67681770795025,153.67681770795025,153.67681770795025,154.3719653750304,up,0.6826594579033554,None,up,0.6826594579033554,0.5,0,154.38654883299023,154.38931741705164,154.38931741705164,154.38931741705164,154.38931741705164,156.38337641698308,156.3837479581125,,,,,,156.38378191692755,None,,,NA,NA,156.38385775010101,156.39685741695575,157.39710720791481,157.3837421250064,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
32,0,32,left,1.1881282911635935,None,None,,,32,0,32,0,157.39710720791481,,,,,,,,,157.38421412510797,157.39710720791481,0.00040945899672806263,158.3836847920902,33,1,0.2,0.5,0.7,158.38402008311823,158.39654979202896,158.39654979202896,158.39654979202896,158.39654979202896,159.58647391712293,left,1.1881282911635935,None,left,1.1881282911635935,0.2,0,159.60072445799597,159.60395124997012,159.60395124997012,159.60395124997012,159.60395124997012,161.5975189579185,161.59791395813227,,,,,,161.59794841706753,None,,,NA,NA,161.5980195000302,161.61111608310603,162.61057000001892,162.59748325007968,158.39654979202896,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
33,0,33,up,0.3327150831464678,None,None,,,33,0,33,0,162.61057000001892,,,,,,,,,162.59798066713847,162.61057000001892,1.1708121746778488e-05,163.59722733311355,34,1,0.2,0.5,0.7,163.59757416695356,163.61022641696036,163.61022641696036,163.61022641696036,163.61022641696036,163.9452319170814,up,0.3327150831464678,None,up,0.3327150831464678,0.5,0,163.96011320804246,163.9631147501059,163.9631147501059,163.9631147501059,163.9631147501059,165.9569814170245,165.957411875017,,,,,,165.95744587504305,None,,,NA,NA,165.9575197501108,165.9703379170969,166.97053087502718,166.95735100004822,163.61022641696036,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
34,0,34,right,0.24461383279412985,None,None,,,34,0,34,0,166.97053087502718,,,,,,,,,166.95785624999553,166.97053087502718,0.00038916594348847866,167.95770925004035,35,1,0.2,0.5,0.7,167.9581504170783,167.9713234580122,167.9713234580122,167.9713234580122,167.9713234580122,168.22638920811005,right,0.24461383279412985,None,right,0.24461383279412985,0.7,1,168.23939037509263,168.24207270797342,168.24207270797342,168.24207270797342,168.24207270797342,170.23678829194978,170.23723291698843,,,,,,170.2372665000148,None,,,NA,NA,170.2373370830901,170.25030058296397,171.25052549992688,171.23709579207934,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
35,0,35,right,0.2794284999836236,None,None,,,35,0,35,0,171.25052549992688,,,,,,,,,171.23757216706872,171.25052549992688,0.00028454186394810677,172.2373685420025,36,1,0.2,0.5,0.7,172.23767383303493,172.25045362510718,172.25045362510718,172.25045362510718,172.25045362510718,172.53204533294775,right,0.2794284999836236,None,right,0.2794284999836236,0.7,1,172.54550749994814,172.5483323330991,172.5483323330991,172.5483323330991,172.5483323330991,174.54375629196875,174.5441264580004,,,,,,174.54416012507863,None,,,NA,NA,174.54423308302648,174.55698604206555,175.5571794169955,175.5439119581133,172.25045362510718,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
36,0,36,right,0.2582841671537608,None,None,,,36,0,36,0,175.5571794169955,,,,,,,,,175.54436725005507,175.5571794169955,0.00018458301201462746,176.54372858302668,37,1,0.2,0.5,0.7,176.54407412512228,176.55710704205558,176.55710704205558,176.55710704205558,176.55710704205558,176.82504625013098,right,0.2582841671537608,None,right,0.2582841671537608,0.7,1,176.83808254194446,176.84082754212432,176.84082754212432,176.84082754212432,176.84082754212432,178.82400420797057,178.82437362498604,,,,,,178.82441287511028,None,,,NA,NA,178.82448587496765,178.8367652921006,179.83704737504013,179.82407591701485,176.55710704205558,178.8367652921006,178.8367652921006,178.8367652921006,178.8367652921006,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
37,0,37,up,0.7866491661407053,None,None,,,37,0,37,0,179.83704737504013,,,,,,,,,179.82459950004704,179.83704737504013,0.00016679195687174797,180.8239994579926,38,1,0.2,0.5,0.7,180.82431220798753,180.8367865420878,180.8367865420878,180.8367865420878,180.8367865420878,181.62535762507468,up,0.7866491661407053,None,up,0.7866491661407053,0.5,0,181.64013233291917,181.64287787512876,181.64287787512876,181.64287787512876,181.64287787512876,183.6377504579723,183.6380692080129,,,,,,183.6381055000238,None,,,NA,NA,183.63817845797166,183.6515782501083,184.6510631251149,184.63828633306548,180.8367865420878,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
38,0,38,left,0.3334352499805391,None,None,,,38,0,38,0,184.6510631251149,,,,,,,,,184.6386905000545,184.6510631251149,0.0005600419826805592,185.63829204207286,39,1,0.2,0.5,0.7,185.63859383296221,185.6512295419816,185.6512295419816,185.6512295419816,185.6512295419816,185.98665316705592,left,0.3334352499805391,None,left,0.3334352499805391,0.2,0,186.00101804197766,186.00485295802355,186.00485295802355,186.00485295802355,186.00485295802355,187.9969728330616,187.99735187506303,,,,,,187.99738366692327,None,,,NA,NA,187.99745516711846,188.01038341713138,189.0099209579639,188.99732404202223,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
39,0,39,right,0.26165112503804266,None,None,,,39,0,39,0,189.0099209579639,,,,,,,,,188.99785216711462,189.0099209579639,0.0004445838276296854,189.99717254191637,40,1,0.2,0.5,0.7,189.9975927080959,190.009925958002,190.009925958002,190.009925958002,190.009925958002,190.27881129202433,right,0.26165112503804266,None,right,0.26165112503804266,0.7,1,190.29266291693784,190.29562633298337,190.29562633298337,190.29562633298337,190.29562633298337,192.29039754206315,192.29080058308318,,,,,,192.2908352080267,None,,,NA,NA,192.2909089170862,192.30346920806915,193.30352020799182,193.29067879193462,190.009925958002,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
40,0,40,right,0.39094733400270343,None,None,,,40,0,40,0,193.30352020799182,,,,,,,,,193.2911493750289,193.30352020799182,0.00029099988751113415,194.29102387512103,41,1,0.2,0.5,0.7,194.29135991702788,194.30463316710666,194.30463316710666,194.30463316710666,194.30463316710666,194.70582708297297,right,0.39094733400270343,None,right,0.39094733400270343,0.7,1,194.71928920806386,194.7221541251056,194.7221541251056,194.7221541251056,194.7221541251056,196.717214750126,196.71757941693068,,,,,,196.71762579213828,None,,,NA,NA,196.71769795799628,196.73047266714275,197.7293957080692,197.71652975003235,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
41,0,41,right,0.3012220829259604,None,None,,,41,0,41,0,197.7293957080692,,,,,,,,,197.71688095806167,197.7293957080692,-0.0007720408029854298,198.716775292065,42,1,0.2,0.5,0.7,198.7171011250466,198.73020200012252,198.73020200012252,198.73020200012252,198.73020200012252,199.03861529193819,right,0.3012220829259604,None,right,0.3012220829259604,0.7,1,199.051941792015,199.05475799995475,199.05475799995475,199.05475799995475,199.05475799995475,201.05019558314234,201.05055220797658,,,,,,201.0505848331377,None,,,NA,NA,201.05067029199563,201.06348700006492,202.0633858749643,202.0506232921034,198.73020200012252,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
42,0,42,right,0.46776058385148644,None,None,,,42,0,42,0,202.0633858749643,,,,,,,,,202.05108116706833,202.0633858749643,0.0004609581083059311,203.05050616711378,43,1,0.2,0.5,0.7,203.05085620796308,203.06351712509058,203.06351712509058,203.06351712509058,203.06351712509058,203.53313604206778,right,0.46776058385148644,None,right,0.46776058385148644,0.7,1,203.5461168331094,203.5488986670971,203.5488986670971,203.5488986670971,203.5488986670971,205.5439237500541,205.5442993331235,,,,,,205.5443329170812,None,,,NA,NA,205.54440412507392,205.55698112491518,206.55686437501572,206.5437719170004,203.06351712509058,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
43,0,43,right,0.2929604579694569,None,None,,,43,0,43,0,206.55686437501572,,,,,,,,,206.54425058304332,206.55686437501572,-0.00010549998842179775,207.54469208302908,44,1,0.2,0.5,0.7,207.5451547501143,207.55714037502185,207.55714037502185,207.55714037502185,207.55714037502185,207.85232012509368,right,0.2929604579694569,None,right,0.2929604579694569,0.7,1,207.86592520796694,207.86872862512246,207.86872862512246,207.86872862512246,207.86872862512246,209.86362308310345,209.8640205000993,,,,,,209.8640539580956,None,,,NA,NA,209.86412824993022,209.87697058310732,210.876607083017,210.86387437512167,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
44,0,44,right,0.354987416183576,None,None,,,44,0,44,0,210.876607083017,,,,,,,,,210.8644580419641,210.876607083017,0.0003822499420493841,211.86378220794722,45,1,0.2,0.5,0.7,211.8641521250829,211.87692250008695,211.87692250008695,211.87692250008695,211.87692250008695,212.2387550829444,right,0.354987416183576,None,right,0.354987416183576,0.7,1,212.25281183305196,212.2555403751321,212.2555403751321,212.2555403751321,212.2555403751321,214.2505637500435,214.2509095829446,,,,,,214.25094804214314,None,,,NA,NA,214.25101941707544,214.26351712504402,215.26360529195517,215.2509657079354,211.87692250008695,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
45,0,45,right,0.27042770804837346,None,None,,,45,0,45,0,215.26360529195517,,,,,,,,,215.25146029214375,215.26360529195517,0.0004925830289721489,216.250558916945,46,1,0.2,0.5,0.7,216.25083783292212,216.26447879197076,216.26447879197076,216.26447879197076,216.26447879197076,216.54489883291535,right,0.27042770804837346,None,right,0.27042770804837346,0.7,1,216.55755612510256,216.56013129209168,216.56013129209168,216.56013129209168,216.56013129209168,218.54374545812607,218.5440855419729,,,,,,218.54411712498404,None,,,NA,NA,218.5441886249464,218.5569153749384,219.55698895803653,219.54384295805357,216.26447879197076,218.5569153749384,218.5569153749384,218.5569153749384,218.5569153749384,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
46,0,46,right,0.3213566669728607,None,None,,,46,0,46,0,219.55698895803653,,,,,,,,,219.54431183310226,219.55698895803653,0.00017495895735919476,220.54416745807976,47,1,0.2,0.5,0.7,220.5444681670051,220.55773666710593,220.55773666710593,220.55773666710593,220.55773666710593,220.8922381249722,right,0.3213566669728607,None,right,0.3213566669728607,0.7,1,220.9053280421067,220.90813650004566,220.90813650004566,220.90813650004566,220.90813650004566,222.89163245796226,222.8919077499304,,,,,,222.8919369170908,None,,,NA,NA,222.89200487500057,222.90415158309042,223.90343308309093,223.89090658305213,220.55773666710593,222.90415158309042,222.90415158309042,222.90415158309042,222.90415158309042,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
47,0,47,right,0.32020612503401935,None,None,,,47,0,47,0,223.90343308309093,,,,,,,,,223.89143545809202,223.90343308309093,-0.0005176251288503408,224.89139779191464,48,1,0.2,0.5,0.7,224.89173187501729,224.90423025004566,224.90423025004566,224.90423025004566,224.90423025004566,225.2263768329285,right,0.32020612503401935,None,right,0.32020612503401935,0.7,1,225.24112150003202,225.2456192499958,225.2456192499958,225.2456192499958,225.2456192499958,227.23817329201847,227.23848887509666,,,,,,227.23852058313787,None,,,NA,NA,227.238589375047,227.25125987501815,228.2513083331287,228.23833795799874,224.90423025004566,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
48,0,48,right,0.3005269579589367,None,None,,,48,0,48,0,228.2513083331287,,,,,,,,,228.23879483295605,228.2513083331287,0.00025458401069045067,229.23696795804426,49,1,0.2,0.5,0.7,229.23732995800674,229.25037908297963,229.25037908297963,229.25037908297963,229.25037908297963,229.5585248330608,right,0.3005269579589367,None,right,0.3005269579589367,0.7,1,229.5717717499938,229.57457966706716,229.57457966706716,229.57457966706716,229.57457966706716,231.56975983292796,231.5700815420132,,,,,,231.5701142079197,None,,,NA,NA,231.57016808306798,231.58325783303007,,232.57097762497142,229.25037908297963,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
49,0,49,right,0.3060587919317186,None,None,,,49,0,49,0,232.58454016712494,,,,,,,,,232.57147987512872,232.58454016712494,0.0013528340496122837,233.5713952081278,50,1,0.2,0.5,0.7,233.5717382079456,233.5842354169581,233.5842354169581,233.5842354169581,233.5842354169581,233.8925094581209,right,0.3060587919317186,None,right,0.3060587919317186,0.7,1,233.9060395830311,233.90881091705523,233.90881091705523,233.90881091705523,233.90881091705523,235.90474899997935,235.90512954210863,,,,,,235.9051629579626,None,,,NA,NA,235.90523891709745,235.91739204199985,236.9170182500966,236.90408616699278,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
50,0,50,right,0.25205766689032316,None,None,,,50,0,50,0,236.9170182500966,,,,,,,,,236.90451420797035,236.9170182500966,-0.0006717499345541,237.90366624994203,51,1,0.2,0.5,0.7,237.90394875011407,237.91761266696267,237.91761266696267,237.91761266696267,237.91761266696267,238.171955042053,right,0.25205766689032316,None,right,0.25205766689032316,0.7,1,238.18575854203664,238.18853758298792,238.18853758298792,238.18853758298792,238.18853758298792,240.18526904191822,240.18564512510784,,,,,,240.18569145794027,None,,,NA,NA,240.1857625830453,240.19781020795926,241.1969221669715,241.18377783312462,237.91761266696267,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
51,0,51,right,0.22728449990972877,None,None,,,51,0,51,0,241.1969221669715,,,,,,,,,241.18426220794208,241.1969221669715,0.011231249896809459,242.18376874993555,52,1,0.2,0.5,0.7,242.1840621670708,242.19716916698962,242.19716916698962,242.19716916698962,242.19716916698962,242.42624387494288,right,0.22728449990972877,None,right,0.22728449990972877,0.7,1,242.43982566706836,242.44265662506223,242.44265662506223,242.44265662506223,242.44265662506223,244.43762325006537,244.43803387507796,,,,,,244.4380827920977,None,,,NA,NA,244.43815862503834,244.4496532920748,245.45002587512136,245.437980042072,242.19716916698962,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
52,0,52,right,0.2454191658180207,None,None,,,52,0,52,0,245.45002587512136,,,,,,,,,245.43844541697763,245.45002587512136,0.00034087500534951687,246.4380199171137,53,1,0.2,0.5,0.7,246.43836208293214,246.4505531671457,246.4505531671457,246.4505531671457,246.4505531671457,246.70579958311282,right,0.2454191658180207,None,right,0.2454191658180207,0.7,1,246.71878416696563,246.72148987511173,246.72148987511173,246.72148987511173,246.72148987511173,248.70423325011507,248.70457279193215,,,,,,248.7046120420564,None,,,NA,NA,248.7046836251393,248.71632008301094,249.71675024996512,249.70353537495248,246.4505531671457,248.71632008301094,248.71632008301094,248.71632008301094,248.71632008301094,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
53,0,53,right,0.2822347499895841,None,None,,,53,0,53,0,249.71675024996512,,,,,,,,,249.70397925004363,249.71675024996512,-0.0006525421049445868,250.70428904192522,54,1,0.2,0.5,0.7,250.7046735000331,250.71722312504426,250.71722312504426,250.71722312504426,250.71722312504426,251.01217925013043,right,0.2822347499895841,None,right,0.2822347499895841,0.7,0,251.02663604193367,251.029352332931,251.029352332931,251.029352332931,251.029352332931,253.02374650002457,253.02420583297499,,,,,,253.0242523329798,None,,,NA,NA,253.02432687510736,253.03671641694382,254.03689958294854,254.02410458307713,250.71722312504426,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
54,0,54,up,0.29393937485292554,None,None,,,54,0,54,0,254.03689958294854,,,,,,,,,254.02460804209113,254.03689958294854,0.00033291708678007126,255.02400674996898,55,1,0.2,0.5,0.7,255.02432524994947,255.0367085421458,255.0367085421458,255.0367085421458,255.0367085421458,255.33257087506354,up,0.29393937485292554,None,up,0.29393937485292554,0.5,0,255.34698933293112,255.34973787493072,255.34973787493072,255.34973787493072,255.34973787493072,257.34370245807804,257.3440936249681,,,,,,257.3441264999565,None,,,NA,NA,257.3442002921365,257.35723508312367,258.3569845419843,258.34396966709755,255.0367085421458,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
55,0,55,right,0.23412491707131267,None,None,,,55,0,55,0,258.3569845419843,,,,,,,,,258.3444505420048,258.3569845419843,0.00030304095707833767,259.3439812499564,56,1,0.2,0.5,0.7,259.34434170811437,259.35701233311556,259.35701233311556,259.35701233311556,259.35701233311556,259.5987667920999,right,0.23412491707131267,None,right,0.23412491707131267,0.7,1,259.6120550420601,259.61484612501226,259.61484612501226,259.61484612501226,259.61484612501226,261.61029849993065,261.61063412507065,,,,,,261.61066379211843,None,,,NA,NA,261.61073479196057,261.6236933330074,262.6236961251125,262.61073404201306,259.35701233311556,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
56,0,56,right,0.23171712504699826,None,None,,,56,0,56,0,262.6236961251125,,,,,,,,,262.6112243330572,262.6236961251125,0.0005409170407801867,263.6107477499172,57,1,0.2,0.5,0.7,263.61111545795575,263.62370220804587,263.62370220804587,263.62370220804587,263.62370220804587,263.866206292063,right,0.23171712504699826,None,right,0.23171712504699826,0.7,1,263.87952737510204,263.882455333136,263.882455333136,263.882455333136,263.882455333136,265.876861250028,265.8773707500659,,,,,,265.8774070420768,None,,,NA,NA,265.8774827499874,265.89036004198715,266.8905337920878,266.8766895830631,,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
57,0,57,right,0.24034245894290507,None,None,,,57,0,57,0,266.8905337920878,,,,,,,,,266.87716504209675,266.8905337920878,-0.0002642502076923847,267.8770642920863,58,1,0.2,0.5,0.7,267.8774163329508,267.89039995800704,267.89039995800704,267.89039995800704,267.89039995800704,268.1326593749691,right,0.24034245894290507,None,right,0.24034245894290507,0.7,0,268.1477083750069,268.15045433305204,268.15045433305204,268.15045433305204,268.15045433305204,270.1436252500862,270.1439749170095,,,,,,270.14400875009596,None,,,NA,NA,270.1440804579761,270.15707066701725,,271.1447716669645,267.89039995800704,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
58,0,58,right,0.5729639588389546,None,None,,,58,0,58,0,271.1566922920756,,,,,,,,,271.14522200007923,271.1566922920756,0.001190332928672433,272.14389199996367,59,1,0.2,0.5,0.7,272.1442271671258,272.1569198749494,272.1569198749494,272.1569198749494,272.1569198749494,272.74335862509906,right,0.5729639588389546,None,right,0.5729639588389546,0.7,1,272.75616445811465,272.75890675000846,272.75890675000846,272.75890675000846,272.75890675000846,274.7434698329307,274.7438491671346,,,,,,274.7438823329285,None,,,NA,NA,274.743952708086,274.75696566700935,275.75701716705225,275.74385995813645,272.1569198749494,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
59,0,59,right,0.2580163748934865,None,None,,,59,0,59,0,275.75701716705225,,,,,,,,,275.74436633312143,275.75701716705225,0.00046295812353491783,276.74383887508884,60,1,0.2,0.5,0.7,276.74424879206344,276.75694129196927,276.75694129196927,276.75694129196927,276.75694129196927,277.02605091710575,right,0.2580163748934865,None,right,0.2580163748934865,0.7,1,277.04022945812903,277.0430609579198,277.0430609579198,277.0430609579198,277.0430609579198,279.03676362498663,279.0371475000866,,,,,,279.0371823750902,None,,,NA,NA,279.0372534999624,279.05036858306266,280.0502170000691,280.0370179170277,276.75694129196927,,,,,,,,34111,001,2025-11-05_15h03.04.878,regret_experiment,,2025.1.1,74.24217271388403,1,0.2,0.5,0.7,2025-11-05 15h04.09.489996 -0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,280.04335799999535,280.0502170000691,,,,,,,,,,,,,
